carat,cut,color,clarity,depth,table,price,x,y,z,carat_encoded,cut_encoded,color_encoded,clarity_encoded,price_transformed
1.16,Premium,G,VVS2,60.0,59.0,9146,6.89,6.82,4.11,3,4,4,6,6.822623155275681
1.1,Ideal,G,VVS2,61.7,56.0,9148,6.67,6.63,4.1,3,5,4,6,6.822741747362556
1.51,Very Good,F,SI1,62.0,57.0,9150,7.3,7.38,4.55,4,3,5,3,6.822860311786184
1.53,Premium,J,VVS1,61.6,58.0,9155,7.37,7.4,4.55,4,4,1,7,6.823156601900557
1.5,Premium,E,SI2,60.8,59.0,9157,7.34,7.36,4.47,4,4,6,2,6.823275069601192
1.5,Very Good,H,SI1,62.6,57.0,9157,7.26,7.3,4.56,4,3,3,3,6.823275069601192
1.26,Very Good,G,VVS2,62.1,58.0,9158,6.92,6.83,4.27,3,3,4,6,6.823334293098078
1.7,Good,H,SI1,64.1,58.0,9158,7.54,7.51,4.83,4,2,3,3,6.823334293098078
1.05,Ideal,E,VS1,62.1,56.0,9160,6.57,6.48,4.05,3,5,6,5,6.8234527193927805
1.73,Premium,J,SI1,61.0,59.0,9165,7.75,7.68,4.71,4,4,1,3,6.823748664457571
1.22,Ideal,G,VS1,60.7,57.0,9166,6.94,6.93,4.21,3,5,4,5,6.823807832796349
1.61,Premium,H,SI2,60.3,60.0,9167,7.66,7.57,4.59,4,4,3,2,6.823866994247361
1.08,Very Good,D,VS1,60.2,58.0,9168,6.61,6.67,4.0,3,3,7,5,6.823926148812157
1.2,Very Good,G,VVS2,60.7,60.0,9169,6.8,6.84,4.14,3,3,4,6,6.823985296492294
1.07,Ideal,G,VVS2,61.9,56.0,9169,6.6,6.62,4.09,3,5,4,6,6.823985296492294
1.04,Ideal,F,VVS2,61.2,57.0,9169,6.53,6.5,3.99,3,5,5,6,6.823985296492294
1.61,Good,H,SI2,63.8,62.0,9169,7.38,7.35,4.7,4,2,3,2,6.823985296492294
1.71,Very Good,J,VS2,62.6,55.0,9170,7.58,7.65,4.77,4,3,1,4,6.82404443728932
1.54,Ideal,J,VVS2,62.8,58.0,9171,7.32,7.37,4.61,4,5,1,6,6.824103571204788
1.25,Premium,G,VS1,61.8,58.0,9173,6.94,6.91,4.28,3,4,4,5,6.824221818397253
1.5,Premium,D,SI2,58.7,57.0,9173,7.48,7.42,4.37,4,4,7,2,6.824221818397253
1.5,Good,D,SI2,60.2,65.0,9173,7.37,7.34,4.43,4,2,7,2,6.824221818397253
1.5,Very Good,H,VS1,63.3,59.0,9173,7.15,7.1,4.51,4,3,3,5,6.824221818397253
1.2,Ideal,F,VS2,62.7,57.0,9176,6.71,6.76,4.22,3,5,5,4,6.824399137613022
1.58,Ideal,I,SI1,62.6,56.0,9176,7.45,7.51,4.68,4,5,2,3,6.824399137613022
1.21,Good,E,VS2,62.7,61.0,9176,6.67,6.72,4.2,3,2,6,4,6.824399137613022
1.01,Very Good,F,VVS1,63.2,56.0,9176,6.39,6.33,4.02,3,3,5,7,6.824399137613022
1.52,Ideal,I,VS2,62.1,55.0,9176,7.41,7.33,4.58,4,5,2,4,6.824399137613022
1.51,Premium,I,SI1,61.7,60.0,9177,7.27,7.31,4.5,4,4,2,3,6.824458230271692
1.07,Ideal,E,VS2,61.9,56.0,9177,6.55,6.58,4.06,3,5,6,4,6.824458230271692
1.51,Very Good,I,VS2,60.4,58.0,9178,7.36,7.42,4.46,4,3,2,4,6.824517316059652
1.36,Very Good,H,VS1,59.9,58.0,9178,7.16,7.2,4.3,3,3,3,5,6.824517316059652
0.9,Very Good,D,IF,62.4,54.0,9182,6.17,6.21,3.86,3,3,7,8,6.824753590535307
1.53,Very Good,I,SI1,63.0,58.0,9183,7.24,7.32,4.59,4,3,2,3,6.824812641992904
1.51,Very Good,I,VS2,61.6,57.0,9185,7.28,7.34,4.5,4,3,2,4,6.824930724325336
1.18,Premium,G,VVS2,58.2,62.0,9188,6.92,6.89,4.02,3,4,4,6,6.825107796390229
1.24,Ideal,G,VS2,62.0,57.0,9188,6.87,6.84,4.25,3,5,4,4,6.825107796390229
1.53,Ideal,I,VS2,62.3,57.0,9189,7.3,7.35,4.56,4,5,2,4,6.825166806702365
1.53,Ideal,I,VS2,61.7,57.0,9189,7.36,7.41,4.56,4,5,2,4,6.825166806702365
2.0,Good,J,SI1,64.1,58.0,9193,7.85,7.79,5.01,4,2,1,3,6.825402779444531
1.23,Very Good,E,VS2,58.9,59.0,9193,6.98,7.05,4.13,3,3,6,4,6.825402779444531
1.52,Premium,E,SI2,60.8,60.0,9193,7.42,7.36,4.49,4,4,6,2,6.825402779444531
1.54,Ideal,G,SI2,61.9,55.0,9193,7.47,7.39,4.6,4,5,4,2,6.825402779444531
1.14,Ideal,D,VS1,59.8,57.0,9193,6.83,6.74,4.06,3,5,7,5,6.825402779444531
1.71,Premium,H,SI1,58.1,59.0,9193,7.88,7.81,4.56,4,4,3,3,6.825402779444531
1.63,Very Good,I,SI1,61.9,60.0,9199,7.51,7.55,4.66,4,3,2,3,6.825756533208027
1.62,Premium,D,SI2,61.2,61.0,9199,7.6,7.53,4.63,4,4,7,2,6.825756533208027
1.0,Very Good,F,VVS1,62.5,57.0,9201,6.31,6.36,3.96,3,3,5,7,6.825874396418477
1.2,Very Good,F,VS1,61.6,61.0,9203,6.81,6.86,4.21,3,3,5,5,6.825992232294054
1.22,Ideal,F,VS2,61.3,56.0,9203,6.87,6.92,4.23,3,5,5,4,6.825992232294054
1.16,Very Good,G,VVS2,61.6,58.0,9205,6.67,6.73,4.13,3,3,4,6,6.826110040847033
1.02,Very Good,F,VVS2,60.9,56.0,9205,6.44,6.5,3.94,3,3,5,6,6.826110040847033
1.79,Premium,J,SI1,60.9,60.0,9205,7.79,7.83,4.76,4,4,1,3,6.826110040847033
1.03,Premium,E,VVS2,59.7,56.0,9205,6.64,6.56,3.94,3,4,6,6,6.826110040847033
1.73,Premium,I,SI2,62.0,60.0,9207,7.67,7.63,4.74,4,4,2,2,6.8262278220896855
1.74,Ideal,J,SI1,62.1,54.0,9208,7.73,7.69,4.79,4,5,1,3,6.82628670247347
1.59,Ideal,I,SI1,62.4,58.0,9209,7.43,7.48,4.65,4,5,2,3,6.8263455760342735
1.02,Ideal,F,VVS2,61.9,57.0,9212,6.53,6.42,4.01,3,5,5,6,6.826522155794083
1.12,Ideal,G,VVS2,61.9,57.0,9214,6.62,6.66,4.11,3,5,4,6,6.826639841547099
1.13,Ideal,G,VVS1,61.2,57.0,9214,6.72,6.65,4.09,3,5,4,7,6.826639841547099
1.54,Premium,J,VVS1,62.4,59.0,9215,7.36,7.38,4.6,4,4,1,7,6.826698674202138
1.21,Ideal,E,VS2,62.4,54.0,9215,6.86,6.8,4.26,3,5,6,4,6.826698674202138
1.1,Ideal,G,VVS2,60.5,56.0,9215,6.76,6.7,4.07,3,5,4,6,6.826698674202138
1.3,Premium,G,VS2,60.9,60.0,9216,7.04,6.99,4.27,3,4,4,4,6.8267575000448995
1.45,Premium,H,VS2,58.4,59.0,9216,7.44,7.42,4.34,4,4,3,4,6.8267575000448995
1.51,Good,H,SI1,61.8,61.0,9218,7.25,7.32,4.5,4,2,3,3,6.826875131299713
1.51,Very Good,H,SI1,59.9,55.0,9218,7.44,7.52,4.48,4,3,3,3,6.826875131299713
1.51,Very Good,H,SI1,61.7,61.0,9218,7.3,7.35,4.52,4,3,3,3,6.826875131299713
1.51,Ideal,H,SI1,62.3,56.0,9218,7.29,7.34,4.56,4,5,3,3,6.826875131299713
1.04,Ideal,F,VVS2,61.7,55.0,9218,6.51,6.53,4.02,3,5,5,6,6.826875131299713
1.0,Very Good,E,VVS2,63.0,58.0,9224,6.33,6.36,4.0,3,3,6,6,6.827227861728336
1.64,Premium,H,SI2,61.9,58.0,9224,7.58,7.54,4.68,4,4,3,2,6.827227861728336
1.7,Premium,J,VS2,62.9,62.0,9225,7.47,7.38,4.67,4,4,1,4,6.827286626329316
1.17,Ideal,G,VVS2,60.6,56.0,9225,6.87,6.84,4.15,3,5,4,6,6.827286626329316
1.3,Ideal,G,VS2,61.9,55.0,9225,7.04,7.01,4.35,3,5,4,4,6.827286626329316
1.6,Premium,H,SI2,62.4,60.0,9229,7.48,7.43,4.65,4,4,3,2,6.8275216167782675
1.6,Premium,E,SI1,61.2,58.0,9229,7.59,7.5,4.62,4,4,6,3,6.8275216167782675
1.6,Premium,F,SI2,61.1,58.0,9229,7.57,7.53,4.61,4,4,5,2,6.8275216167782675
1.23,Ideal,G,VS1,62.1,57.0,9230,6.87,6.79,4.24,3,5,4,5,6.827580347409373
1.56,Very Good,I,VS2,59.7,60.0,9231,7.53,7.58,4.51,4,3,2,4,6.827639071251067
1.01,Premium,F,VVS2,60.4,59.0,9231,6.49,6.45,3.91,3,4,5,6,6.827639071251067
1.3,Ideal,H,VVS1,62.8,55.2,9232,6.94,6.97,4.36,3,5,3,7,6.827697788304873
1.34,Ideal,G,VS2,61.9,56.0,9233,7.05,7.1,4.38,3,5,4,4,6.827756498572306
1.55,Ideal,I,VS2,62.6,56.0,9233,7.41,7.35,4.62,4,5,2,4,6.827756498572306
1.51,Ideal,I,VS2,62.6,56.0,9234,7.32,7.27,4.57,4,5,2,4,6.827815202054889
1.51,Premium,D,SI2,62.1,60.0,9234,7.3,7.25,4.52,4,4,7,2,6.827815202054889
1.51,Premium,H,VS1,59.8,61.0,9234,7.41,7.35,4.41,4,4,3,5,6.827815202054889
1.51,Ideal,G,SI2,62.4,56.0,9234,7.29,7.25,4.54,4,5,4,2,6.827815202054889
1.51,Good,I,SI1,63.9,59.0,9234,7.26,7.18,4.61,4,2,2,3,6.827815202054889
1.52,Ideal,H,SI1,60.1,60.0,9235,7.5,7.42,4.48,4,5,3,3,6.827873898754139
1.5,Very Good,F,SI2,58.5,55.0,9236,7.51,7.56,4.41,4,3,5,2,6.827932588671573
1.03,Ideal,G,VVS2,61.6,56.0,9236,6.48,6.5,4.0,3,5,4,6,6.827932588671573
0.31,Very Good,H,VVS2,61.2,60.0,625,4.37,4.39,2.68,1,3,3,6,5.228036959214726
0.31,Good,F,VS2,63.9,56.0,625,4.29,4.32,2.75,1,2,5,4,5.228036959214726
0.31,Ideal,F,VS2,62.3,55.0,625,4.33,4.37,2.71,1,5,5,4,5.228036959214726
0.31,Premium,F,VS2,59.0,59.0,625,4.44,4.47,2.63,1,4,5,4,5.228036959214726
0.31,Ideal,G,VS1,61.3,56.0,625,4.36,4.38,2.68,1,5,4,5,5.228036959214726
0.31,Very Good,F,VS2,62.7,57.0,625,4.3,4.34,2.71,1,3,5,4,5.228036959214726
0.31,Good,G,VS1,63.3,56.0,625,4.29,4.33,2.73,1,2,4,5,5.228036959214726
0.31,Premium,H,VVS2,62.3,60.0,625,4.31,4.36,2.7,1,4,3,6,5.228036959214726
0.31,Very Good,F,VS2,61.5,56.0,625,4.34,4.41,2.69,1,3,5,4,5.228036959214726
0.31,Very Good,H,VVS2,62.4,58.0,625,4.28,4.31,2.68,1,3,3,6,5.228036959214726
0.31,Ideal,F,VS2,62.6,57.0,625,4.27,4.33,2.69,1,5,5,4,5.228036959214726
0.31,Premium,G,VS1,61.2,59.0,625,4.35,4.37,2.67,1,4,4,5,5.228036959214726
0.31,Good,H,VVS2,63.4,56.0,625,4.29,4.32,2.73,1,2,3,6,5.228036959214726
0.31,Premium,H,VVS2,61.4,58.0,625,4.32,4.35,2.66,1,4,3,6,5.228036959214726
0.31,Good,G,VS1,63.2,56.0,625,4.28,4.29,2.71,1,2,4,5,5.228036959214726
0.31,Ideal,H,VVS2,61.8,56.0,625,4.34,4.36,2.69,1,5,3,6,5.228036959214726
0.31,Premium,F,VS2,61.4,58.0,625,4.36,4.4,2.69,1,4,5,4,5.228036959214726
0.31,Ideal,H,VVS2,62.4,57.0,625,4.32,4.36,2.71,1,5,3,6,5.228036959214726
0.31,Ideal,G,VS1,62.4,55.0,625,4.33,4.35,2.71,1,5,4,5,5.228036959214726
0.31,Ideal,H,VVS2,62.2,55.0,625,4.35,4.36,2.71,1,5,3,6,5.228036959214726
0.31,Premium,F,VS2,59.3,60.0,625,4.39,4.41,2.61,1,4,5,4,5.228036959214726
0.31,Premium,G,VS1,62.2,58.0,625,4.34,4.38,2.71,1,4,4,5,5.228036959214726
0.31,Very Good,G,VS1,62.4,59.0,625,4.32,4.34,2.7,1,3,4,5,5.228036959214726
0.31,Premium,F,VS2,59.7,60.0,625,4.39,4.42,2.63,1,4,5,4,5.228036959214726
0.31,Ideal,F,VS2,61.8,56.0,625,4.33,4.37,2.69,1,5,5,4,5.228036959214726
0.31,Ideal,F,VS2,61.9,55.0,625,4.31,4.35,2.68,1,5,5,4,5.228036959214726
0.31,Premium,F,VS2,61.8,59.0,625,4.31,4.33,2.67,1,4,5,4,5.228036959214726
0.31,Ideal,F,VS2,62.3,55.0,625,4.35,4.38,2.72,1,5,5,4,5.228036959214726
0.31,Ideal,G,VS1,61.5,56.0,625,4.39,4.43,2.71,1,5,4,5,5.228036959214726
0.31,Good,G,VS1,63.1,59.0,625,4.27,4.29,2.7,1,2,4,5,5.228036959214726
1.26,Ideal,F,VS2,61.4,57.0,9236,7.02,6.96,4.29,3,5,5,4,6.827932588671573
1.5,Very Good,H,SI1,62.4,58.0,9237,7.29,7.26,4.54,4,3,3,3,6.827991271808713
1.5,Premium,J,VS1,62.8,59.0,9240,7.29,7.19,4.55,4,4,1,5,6.82816728055352
1.5,Premium,F,SI2,60.8,59.0,9240,7.3,7.36,4.46,4,4,5,2,6.82816728055352
1.24,Ideal,E,VS2,62.0,57.0,9240,6.87,6.9,4.27,3,5,6,4,6.82816728055352
1.3,Ideal,D,SI1,61.8,56.0,9242,6.93,6.96,4.29,3,5,7,3,6.828284585843042
1.01,Very Good,F,VVS1,62.8,58.0,9243,6.35,6.39,4.0,3,3,5,7,6.828343228330246
1.29,Ideal,G,VS2,61.3,57.0,9243,6.99,7.07,4.31,3,5,4,4,6.828343228330246
1.26,Ideal,G,VS1,61.6,56.0,9243,7.03,6.96,4.31,3,5,4,5,6.828343228330246
1.03,Ideal,F,VVS2,62.0,56.0,9245,6.45,6.48,4.01,3,5,5,6,6.828460492997104
1.02,Very Good,F,VVS2,59.9,57.0,9246,6.54,6.59,3.93,3,3,5,6,6.828519115179787
1.0,Very Good,F,IF,63.9,56.0,9248,6.31,6.34,4.04,3,3,5,8,6.828636339251225
1.16,Ideal,G,VS1,60.9,55.0,9248,6.79,6.84,4.15,3,5,4,5,6.828636339251225
1.16,Ideal,G,VS1,61.5,55.0,9248,6.75,6.81,4.17,3,5,4,5,6.828636339251225
1.16,Ideal,G,VVS2,62.2,56.0,9251,6.7,6.74,4.18,3,5,4,6,6.828812124646233
1.64,Ideal,J,VS2,62.4,54.5,9251,7.53,7.57,4.71,4,5,1,4,6.828812124646233
1.18,Ideal,G,VVS2,62.2,54.0,9252,6.78,6.82,4.23,3,5,4,6,6.828870706260707
1.7,Very Good,J,SI1,63.2,57.0,9253,7.63,7.55,4.8,4,3,1,3,6.828929281119097
1.5,Premium,H,VS2,62.1,59.0,9253,7.26,7.2,4.49,4,4,3,4,6.828929281119097
1.35,Premium,G,VS2,62.7,56.0,9253,7.08,7.05,4.43,3,4,4,4,6.828929281119097
1.01,Ideal,E,VVS2,62.8,56.0,9254,6.39,6.34,4.0,3,5,6,6,6.8289878492229175
1.04,Very Good,D,VVS2,58.3,61.0,9254,6.63,6.69,3.88,3,3,7,6,6.8289878492229175
1.03,Ideal,F,VVS2,62.5,56.0,9254,6.46,6.53,4.06,3,5,5,6,6.8289878492229175
1.41,Good,H,VS2,63.8,60.0,9254,7.12,7.04,4.52,4,2,3,4,6.8289878492229175
1.63,Premium,I,SI1,62.0,54.0,9256,7.67,7.6,4.73,4,4,2,3,6.829104965172874
1.1,Very Good,G,VVS1,61.4,60.0,9257,6.59,6.67,4.07,3,3,4,7,6.829163513022027
1.23,Premium,D,VS2,62.6,52.0,9257,6.93,6.88,4.32,3,4,7,4,6.829163513022027
1.05,Ideal,F,VVS2,62.1,54.0,9257,6.55,6.52,4.06,3,5,5,6,6.829163513022027
1.51,Good,G,SI1,63.1,56.0,9258,7.2,7.28,4.57,4,2,4,3,6.8292220541226385
1.14,Ideal,F,VVS1,61.6,57.0,9259,6.71,6.76,4.15,3,5,5,7,6.829280588476218
1.18,Ideal,G,VVS1,61.1,57.0,9260,6.84,6.78,4.16,3,5,4,7,6.829339116084269
1.22,Very Good,G,VS1,61.2,58.0,9261,6.85,6.9,4.21,3,3,4,5,6.829397636948297
1.51,Premium,H,SI1,59.9,60.0,9261,7.45,7.4,4.45,4,4,3,3,6.829397636948297
1.11,Ideal,G,VS1,61.3,55.0,9261,6.67,6.71,4.1,3,5,4,5,6.829397636948297
1.27,Ideal,G,VS1,59.6,57.0,9262,7.06,7.09,4.22,3,5,4,5,6.8294561510698095
1.19,Premium,E,VS1,59.8,58.0,9263,7.01,6.94,4.17,3,4,6,5,6.829514658450311
1.5,Premium,G,SI1,62.6,55.0,9265,7.31,7.27,4.56,4,4,4,3,6.82963165299429
1.72,Premium,H,SI1,62.0,57.0,9266,7.67,7.63,4.74,4,4,3,3,6.829690140160777
1.73,Premium,J,SI1,60.7,58.0,9271,7.78,7.73,4.71,4,4,1,3,6.829982474998271
1.29,Ideal,H,VS1,61.8,56.0,9273,6.97,7.02,4.32,3,5,3,5,6.830099361830318
1.0,Premium,D,VVS2,58.3,61.0,9274,6.55,6.48,3.8,3,4,7,6,6.830157795158855
1.6,Ideal,H,SI2,62.1,56.0,9275,7.43,7.51,4.64,4,5,3,2,6.830216221764394
1.69,Premium,F,SI2,62.4,58.0,9275,7.65,7.57,4.75,4,4,5,2,6.830216221764394
1.3,Ideal,D,SI1,62.2,56.0,9275,6.98,6.94,4.33,3,5,7,3,6.830216221764394
1.7,Ideal,J,VS2,62.2,56.0,9276,7.64,7.61,4.74,4,5,1,4,6.830274641648438
1.07,Ideal,G,VVS1,62.6,54.0,9276,6.58,6.5,4.1,3,5,4,7,6.830274641648438
1.42,Very Good,E,SI1,61.1,62.0,9278,7.17,7.2,4.39,4,3,6,3,6.830391461258025
1.5,Good,I,VS1,61.2,62.0,9278,7.26,7.32,4.46,4,2,2,5,6.830391461258025
1.52,Ideal,I,VS2,61.3,56.0,9278,7.44,7.41,4.55,4,5,2,4,6.830391461258025
1.21,Premium,F,VS1,60.1,58.0,9279,6.89,6.98,4.17,3,4,5,5,6.8304498609865645
1.36,Ideal,H,VS2,59.9,57.0,9279,7.2,7.22,4.32,3,5,3,4,6.8304498609865645
1.5,Very Good,I,VS1,60.8,63.0,9281,7.37,7.41,4.49,4,3,2,5,6.830566640298613
1.5,Very Good,E,SI2,60.1,60.0,9281,7.35,7.42,4.44,4,3,6,2,6.830566640298613
1.5,Good,E,SI2,63.3,57.0,9281,7.31,7.33,4.63,4,2,6,2,6.830566640298613
1.5,Good,E,SI2,63.5,59.0,9281,7.25,7.28,4.61,4,2,6,2,6.830566640298613
1.04,Ideal,F,VVS2,62.2,56.0,9281,6.53,6.46,4.04,3,5,5,6,6.830566640298613
1.09,Ideal,G,VVS1,61.0,54.0,9282,6.63,6.72,4.07,3,5,4,7,6.830625019885115
1.25,Ideal,G,VS2,61.5,58.0,9282,6.88,6.93,4.25,3,5,4,4,6.830625019885115
1.5,Very Good,G,SI2,63.1,57.0,9282,7.29,7.25,4.59,4,3,4,2,6.830625019885115
1.25,Premium,G,VS1,60.7,56.0,9282,7.01,6.93,4.23,3,4,4,5,6.830625019885115
1.51,Very Good,I,SI1,61.6,58.0,9283,7.35,7.3,4.51,4,3,2,3,6.8306833927605926
1.54,Very Good,J,VS1,63.5,57.0,9285,7.27,7.37,4.65,4,3,1,5,6.830800118384457
1.02,Ideal,G,VVS2,61.8,56.0,9286,6.42,6.46,3.98,3,5,4,6,6.8308584711358336
1.21,Ideal,G,VS1,62.0,55.0,9287,6.84,6.88,4.25,3,5,4,5,6.830916817182157
1.17,Ideal,G,VVS2,61.2,56.0,9289,6.77,6.85,4.17,3,5,4,6,6.831033489165632
1.52,Very Good,I,SI1,59.9,60.0,9290,7.46,7.49,4.48,4,3,2,3,6.831091815105765
1.21,Ideal,H,VVS2,61.1,56.0,9290,6.85,6.89,4.2,3,5,3,6,6.831091815105765
1.58,Premium,F,SI2,62.3,60.0,9290,7.42,7.38,4.61,4,4,5,2,6.831091815105765
1.03,Ideal,F,VVS2,62.4,55.6,9290,6.44,6.49,4.02,3,5,5,6,6.831091815105765
1.22,Ideal,G,VS1,62.2,56.0,9292,6.88,6.85,4.27,3,5,4,5,6.831208446890273
1.73,Very Good,I,SI2,62.0,58.0,9292,7.6,7.69,4.74,4,3,2,2,6.831208446890273
1.22,Premium,E,VS2,62.2,55.0,9292,6.91,6.85,4.28,3,4,6,4,6.831208446890273
1.51,Fair,D,SI1,64.1,60.0,9293,7.18,7.11,4.58,4,1,7,3,6.831266752737632
1.34,Premium,G,VS2,60.7,59.0,9293,7.07,7.04,4.28,3,4,4,4,6.831266752737632
1.0,Ideal,G,VVS2,61.1,58.0,9294,6.43,6.47,3.94,3,5,4,6,6.831325051890373
1.56,Ideal,I,VS2,62.5,57.0,9295,7.4,7.36,4.63,4,5,2,4,6.8313833443499945
1.52,Premium,I,SI1,62.8,62.0,9295,7.29,7.23,4.56,4,4,2,3,6.8313833443499945
1.52,Good,I,SI1,64.0,58.0,9295,7.27,7.2,4.63,4,2,2,3,6.8313833443499945
2.0,Premium,J,VS1,63.0,58.0,9296,8.04,7.99,5.05,4,4,1,5,6.831441630117979
1.31,Premium,G,VS2,60.3,58.0,9296,7.13,7.1,4.29,3,4,4,4,6.831441630117979
1.51,Ideal,I,VS2,62.3,57.0,9297,7.28,7.37,4.56,4,5,2,4,6.831499909195817
1.39,Ideal,H,VVS2,61.2,54.0,9298,7.23,7.25,4.43,3,5,3,6,6.831558181584994
1.57,Ideal,H,SI2,60.7,57.0,9298,7.49,7.54,4.56,4,5,3,2,6.831558181584994
1.11,Premium,E,VS1,59.8,60.0,9299,6.75,6.72,4.03,3,4,6,5,6.831616447286998
1.51,Good,F,SI2,63.4,57.0,9301,7.25,7.29,4.61,4,2,5,2,6.831732958635432
1.51,Premium,I,VS2,61.8,59.0,9301,7.36,7.4,4.56,4,4,2,4,6.831732958635432
1.51,Good,I,VVS1,64.0,60.0,9301,7.21,7.26,4.63,4,2,2,7,6.831732958635432
1.51,Ideal,F,SI2,62.6,55.0,9301,7.35,7.39,4.61,4,5,5,2,6.831732958635432
1.35,Very Good,G,VS2,62.8,59.0,9302,7.01,7.04,4.41,3,3,4,4,6.8317912042848326
1.51,Premium,E,SI2,63.0,55.0,9302,7.34,7.3,4.61,4,4,6,2,6.8317912042848326
1.59,Premium,I,VS2,59.9,60.0,9304,7.57,7.61,4.55,4,4,2,4,6.8319076755414265
1.18,Premium,G,VVS2,61.6,58.0,9304,6.8,6.77,4.18,3,4,4,6,6.8319076755414265
1.18,Premium,G,VVS2,62.8,57.0,9304,6.77,6.71,4.23,3,4,4,6,6.8319076755414265
1.5,Very Good,J,VVS2,62.2,57.0,9306,7.25,7.31,4.53,4,3,1,6,6.832024120084972
1.01,Ideal,E,VVS2,60.0,55.0,9310,6.56,6.6,3.95,3,5,6,6,6.83225692908037
1.65,Premium,H,VS1,60.9,62.0,9314,7.58,7.51,4.6,4,4,3,5,6.832489631365861
1.76,Fair,J,VS1,56.9,66.0,9314,8.09,7.94,4.56,4,1,1,5,6.832489631365861
1.54,Premium,I,SI1,60.1,58.0,9314,7.53,7.48,4.51,4,4,2,3,6.832489631365861
1.53,Ideal,I,SI1,62.3,56.0,9315,7.37,7.4,4.6,4,5,2,3,6.832547790274912
1.14,Ideal,F,VVS2,62.7,55.0,9316,6.7,6.6,4.17,3,5,5,6,6.832605942521992
1.2,Ideal,D,SI1,61.1,56.0,9317,6.86,6.89,4.2,3,5,7,3,6.832664088108579
1.23,Premium,F,VS1,61.3,60.0,9319,6.9,6.94,4.24,3,4,5,5,6.832780359306185
1.53,Premium,J,VVS1,61.6,58.0,9322,7.4,7.37,4.55,4,4,1,7,6.832954716185823
1.21,Ideal,G,VS1,62.7,54.0,9323,6.8,6.82,4.27,3,5,4,5,6.833012821840467
1.0,Very Good,E,VVS2,61.7,55.0,9324,6.38,6.42,3.95,3,3,6,6,6.833070920844951
1.5,Good,H,SI1,57.9,62.0,9324,7.55,7.48,4.35,4,2,3,3,6.833070920844951
1.17,Ideal,G,VS1,61.7,57.0,9326,6.71,6.75,4.15,3,5,4,5,6.8331870989093355
1.51,Premium,I,VVS2,62.1,58.0,9328,7.29,7.32,4.54,4,4,2,6,6.833303250390767
1.7,Premium,I,SI2,62.9,59.0,9330,7.57,7.51,4.74,4,4,2,2,6.833419375301024
1.7,Premium,I,VS2,61.3,59.0,9330,7.69,7.59,4.68,4,4,2,4,6.833419375301024
1.7,Premium,F,SI2,58.5,60.0,9330,7.87,7.8,4.58,4,4,5,2,6.833419375301024
1.2,Very Good,F,VS2,62.9,57.0,9331,6.78,6.71,4.24,3,3,5,4,6.833477427795642
1.31,Ideal,F,SI1,61.6,55.0,9331,7.04,7.09,4.35,3,5,5,3,6.833477427795642
1.53,Very Good,H,SI1,60.4,60.0,9332,7.39,7.44,4.48,4,3,3,3,6.833535473651879
1.51,Very Good,H,VVS2,63.1,56.0,9332,7.33,7.28,4.61,4,3,3,6,6.833535473651879
1.13,Ideal,G,VVS2,62.3,57.0,9333,6.62,6.66,4.14,3,5,4,6,6.833593512871208
1.24,Ideal,F,VS1,62.2,55.0,9333,6.89,6.87,4.28,3,5,5,5,6.833593512871208
1.24,Premium,F,VS1,61.5,57.0,9333,6.97,6.86,4.25,3,4,5,5,6.833593512871208
1.23,Premium,F,VS2,61.2,58.0,9333,6.93,6.87,4.22,3,4,5,4,6.833593512871208
1.51,Ideal,J,VVS2,61.4,59.0,9334,7.34,7.39,4.52,4,5,1,6,6.833651545455097
1.28,Premium,G,VS1,60.9,58.0,9335,7.01,7.09,4.29,3,4,4,5,6.833709571405017
1.58,Ideal,I,SI1,61.7,56.0,9335,7.55,7.48,4.64,4,5,2,3,6.833709571405017
1.21,Ideal,F,VS1,59.7,57.0,9335,6.94,6.92,4.14,3,5,5,5,6.833709571405017
1.76,Very Good,H,SI1,63.0,63.0,9336,7.65,7.63,4.81,4,3,3,3,6.833767590722434
1.51,Ideal,H,SI1,61.8,55.0,9336,7.38,7.42,4.57,4,5,3,3,6.833767590722434
1.5,Good,H,SI1,60.8,60.0,9336,7.28,7.38,4.46,4,2,3,3,6.833767590722434
1.2,Very Good,G,VVS2,62.1,58.0,9337,6.74,6.78,4.2,3,3,4,6,6.83382560340882
1.22,Ideal,G,VS1,62.0,56.0,9339,6.83,6.88,4.24,3,5,4,5,6.8339416088943645
1.61,Ideal,H,SI1,62.3,56.0,9341,7.51,7.47,4.67,4,5,3,3,6.834057587873389
1.61,Premium,I,VS2,58.4,59.0,9341,7.73,7.68,4.5,4,4,2,4,6.834057587873389
1.61,Premium,H,SI1,61.4,58.0,9341,7.59,7.53,4.64,4,4,3,3,6.834057587873389
1.5,Very Good,I,VS2,59.4,61.0,9342,7.41,7.45,4.41,4,3,2,4,6.834115567426621
1.28,Ideal,G,VS1,61.7,55.0,9342,6.97,7.02,4.32,3,5,4,5,6.834115567426621
1.51,Good,E,SI2,63.1,58.0,9343,7.28,7.31,4.6,4,2,6,2,6.834173540357621
1.51,Very Good,I,VS1,63.0,59.0,9343,7.28,7.3,4.59,4,3,2,5,6.834173540357621
1.51,Very Good,E,SI2,61.1,60.0,9343,7.27,7.37,4.47,4,3,6,2,6.834173540357621
1.51,Very Good,E,SI2,63.1,61.0,9343,7.25,7.3,4.59,4,3,6,2,6.834173540357621
